Article,Headline,Headline Sentiment,Offense Rating,Negative Words,Offensive Words,Tags
59,The 20 best video games of 2022,Extremely Positive,720,"['convoluted', 'betrays', 'Chill', 'Forbidden', 'difficult', 'mistakes', 'lost', 'freaks', 'posturing', 'chaotic', 'taut', 'chaotic', 'demonic', 'absurdly', 'trick', 'complicated', 'nervous', 'fiction', 'mystery', 'cursed', 'frozen', 'twisted', 'unbelievably', 'weird', 'sacrificed', 'unknown', 'lament', 'downbeat', 'humid', 'buzzing', 'disaster', 'wayward', 'fiction', 'perilously', 'mystery', 'fastidiously', 'relentless', 'harried']","['damn', 'Whites', 'fight', 'crime', 'death', 'poverty', 'kill']","[Aloys, Godkiller, Kratos, Atreus, Elden, Ring]"
60,Treason review – say hello to TV’s cuddliest spy,Extremely Negative,760,"['Treason', 'brood', 'mess', 'Treason', 'Treason', 'mystery', 'errant', 'falls', 'ridiculous', 'difficult', 'plot', 'unravel', 'mess', 'plot', 'shady', 'Treason', 'trick', 'plot', 'unfulfilled', 'weird', 'Treason', 'limited', 'complicated', 'conspiracies', 'Treason', 'Treason', 'panic', 'worrying', 'suspicious', 'frustrating', 'problems', 'Treason']","['Conservative', 'destroy', 'stupid', 'blind', 'stupid']","[Bond, Charlie, Cox, Bond, Daredevil, Bondy, Tom, Hiddleston, James, Norton, Coxs, Daniel, Craig, Cox, Cox, Ciarn, Hinds, Cox, Olga, Kurylenko, Cox, Labrador, Bond]"
61,How 2022’s most influential games will change gaming in 2023,Extremely Positive,360,"['crashed', 'controversial', 'controversy', 'hard', 'complicated', 'controversial', 'concerns', 'concerns', 'split', 'deceptive', 'concerns', 'oversight']",['crack'],"['lawsuit', 'lawsuit', 'lawsuit', Justin, Roiland, Roiland, 'lawsuit', 'lawsuit', 'harassment']"
62," Jeremy Renner, Marvel's Hawkeye, in 'critical but stable condition' after snow plow accident ",Somewhat Positive,0,[],[],[]
63,"Last-minute gift cards: Disney Plus, Netflix, and more streaming stars are perfect for movie fans",Extremely Positive,30,"['frustrating', 'stuck', 'worry', 'problem']",[],[Brendan]
64,Jeremy Renner in ‘critical but stable condition’ after accident,Somewhat Positive,240,"['critical', 'critical', 'suffered', 'losing', 'injury', 'suffered', 'traumatic', 'injury', 'traumatic', 'injury', 'Hurt', 'Impossible', 'lose', 'warned', 'joke']","['died', 'crime']","[Jeremy, Renner, Jeremy, Renner, Renner, Renner, Clint, Barton, Hawkeye, Renner, Renner, Renner]"
65,Jeremy Renner: Avengers star thanks fans after being run over by snow plough,Somewhat Positive,180,"['bruised', 'messed', 'suffered', 'blunt', 'trauma', 'critical', 'messed', 'stuck', 'Hurt']","['killed', 'killed']","[Jeremy, Renner, Jeremy, Renner, Renner, Renner, Renner, Darin, Balaam, Renners, Renner, Renner, Balaam, Renner, Balaam, Renner, Renners, Renners, Chris, Evans, Tough, as, nails, Chris, Pratt, brutha, Paul, Bettany, Vanessa, Hudgens, Heidi, Klum, Orlando, Bloom, Jimmy, Fallon, Renner, Chris, Hemsworth, Speedy, Taika, Waititi, Ken, Block, Renner, Clint, BartonHawkeye]"
66,"
        Marvel Snap's latest location is a bit busted

  ",Generally Neutral,150,"['imposing', 'lag', 'problems', 'issues', 'trouble', 'problems', 'regret', 'screwed', 'opponent', 'awful', 'hate']",['suck'],[]
67,"
      Dwayne Johnson updates ‘Black Adam’s’ uncertain future in the DC Universe
    ",Somewhat Positive,130,"['critics', 'outcry', 'issue', 'rejected']","['fight', 'Suicide']","[Dwayne, The, Rock, Johnson, James, Gunn, Peter, Safran, Johnson, Superman, Wonder, Woman, Black, Adam, James, Gunn, Black, Adam, Black, Adam, Johnson, James, James, Johnson, Black, Adam, Johnson, Hawkman, Johnson, Henry, Cavill, Superman, Cavill, Gunn, Superman, Cavill, Patty, Jenkins, Gunn, Gunn, Johnsons, Johnson]"
68,"
      Disney should spin off ESPN and ABC, analyst says
    ",Extremely Negative,310,"['rough', 'dying', 'splitting', 'hedge', 'jittery', 'losing', 'tired', 'worst', 'touted', 'debt', 'debt', 'difficult']",[],"[Wells, Fargos, Steven, Cahall, Cahall, Daniel, Loeb, Bob, Chapek, Bob, Iger, Iger, Cahall, Bob, Iger, Cahall, Cahalls, Chapek, Loeb, Loeb, Loeb, Loeb, Chapek, Loeb]"
69,Spectacular Spider-Man will cameo in Spider-Man: Across the Spider-Verse,Extremely Positive,50,['wrong'],['crime'],"[SpiderMans, Phil, Lord, SpiderMan, Spinneret, Mary, Jane, Watson, Peter, Parker, Mary, Jane, Watson, Flash, Thompson, SpiderMan]"
70,These MARVEL X Nike collab footwear concepts turn your favorite Avengers into dope sneakers,Extremely Positive,250,"['shortage', 'infringement', 'chunky', 'difficult', 'difficult', 'toxic', 'trick', 'tattered', 'controversial', 'misses']","['chin', 'chin']","[Loki, Paul, Parsons, Paul, Parsons, 'lawsuit', TChalla, Shuris, Loki, Thor, Thor, Thors, Wolverine, Hugh, Jackman, Wolverine, Robert, 'lawsuit', Thanos]"
71,Jeremy Renner shares first photo since snow plowing accident,Somewhat Positive,2650,"['bruising', 'messed', 'critical', 'overwhelmed', 'TRAGIC', 'tragic', 'blunt', 'trauma', 'severity', 'suspect', 'foul', 'overwhelmed', 'risk', 'recession', 'recession', 'exacerbate', 'vulnerable', 'discrimination', 'chill', 'risk', 'warning', 'freezing', 'cold', 'inappropriate', 'inappropriate', 'dead', 'Risk', 'falls', 'freezing', 'risk', 'recession', 'recession', 'exacerbate', 'vulnerable', 'Emergency', 'crisis', 'emergency', 'toll', 'chill', 'risk', 'warning', 'freezing', 'cold', 'Suspect', 'suspect', 'effigy', 'sabotage', 'protest', 'effigy', 'hung', 'sabotage', 'Rifts', 'rival', 'refuse', 'worried', 'worried', 'threaten', 'trauma', 'threat', 'threat', 'twist', 'recession', 'crippling', 'inappropriate', 'inappropriate', 'errant', 'forgetful', 'lost', 'offensive', 'flagging', 'mock', 'misleading']","['Fire', 'violence', 'violence', 'abuse', 'Conservative', 'fire', 'firing', 'firing', 'died', 'explosion', 'explosion', 'explosion', 'explosion', 'violence', 'violence', 'abuse', 'dies', 'died', 'death', 'murder', 'assassination', 'assassination', 'murder', 'fight', 'death', 'diseases', 'Sick', 'Sick', 'drug', 'gun', 'adult', 'fight', 'fraud', 'blow', 'firing', 'firing', 'reject']","[Jeremy, Renner, Jeremy, Renner, Renner, Renner, Renner, Renners, Jeremy, Darin, Balaam, Renner, Balaam, Balaam, Renner, Renner, Balaam, Renner, Renner, Balaam, Renners, Balaam, Balaam, Renner, Renners, Jeremys, Hillary, Schieve, Carano, Murdock, Renner, Hawkeye, Mark, Ruffalo, Renner, jeremyrenner, Ruffalo, Pierre, Poilievre, Pierre, Poilievre, Trudeau, Justin, Trudeau, Robbie, Bachman, Robbie, Bachman, Keenan, Anderson, Keenan, Anderson, Patrisse, Cullors, Shinzo, Abe, Shinzo, Abe, Erdogan, Ulf, Kristersson, Vladimir, Putin, Bolsonaro, Jair, Bolsonaro, Trudeau, Justin, Trudeau, Sean, Fraser, Prince, Harry, Frankie, Muniz, Malcolm, Frankie, Muniz, Meek, Mills, 'lawsuit', Meek, Mill, 'lawsuit', Tom, Wolf, Donald, Trumps, Diana, Mathesons, Schizas, Madeline, Schizas, Elon, Musks, Elon, Musk, 'lawsuit']"
72,"New Green Lantern series ""scrapped""",Extremely Negative,360,"['dead', 'unknown']","['crappy', 'destroy', 'dumb']","[Ben, Affleck, DanielRPK, the, James, Gunn, Green, Lantern, Seth, GrahameSmith, Jeremy, Irvine, Finn, Wittrock, Alan, Scott, Guy, Gardner, John, Stewart]"
73,'Black Panther: Wakanda Forever' starts streaming in February — here's how to watch the blockbuster sequel at home,Somewhat Positive,100,"['enemy', 'Strange', 'Madness', 'critical', 'Rotten', 'Critics']",['death'],"[Letitia, Wright, Lupita, Nyongo, Danai, Gurira, Winston, Duke, TChalla, Chadwick, Boseman, Chadwick, Boseman, TChalla, Boseman, Bosemans, Letitia, Wright, Lupita, Nyongo, Danai, Gurira, Winston, Duke, Florence, Kasumba, Dominique, Thorne, Michaela, Coel, Tenoch, Huerta, Meja, Martin, Freeman, Angela, Bassett, Ryan, Coogler, Kirsten, Acuna]"
74,The 14 Best Gadgets From CES 2023 You Can Buy Right Now,Extremely Positive,140,"['breaks', 'limited', 'discontinued', 'glare', 'expensive', 'stress', 'worse', 'bulky', 'bulky', 'junk']",['deposit'],[]
75,"Don't Worry Darling, Harry Styles Will Return to the Marvel Cinematic Universe",Extremely Positive,20,"['complicated', 'Knave']",[],"[Harry, Styles, StarfoxEros, Thanos, Chlo, Zhaos, Nate, Moore, Harry, Moore, Thanos, Eros, Eros, Thanos, Black, Roger, Starfox, Avengers, Kang, Dynasty]"
76,"Marvel Announces Planet of the Apes Comics Team, Reprint of Old Apes Comics",Somewhat Positive,80,"['Bitter', 'Fist', 'limits', 'Venom']",['colored'],"[David, F., Walker, Bitter, Root, Dave, Wachter, Guns, editorinchief, CB, Cebulski, Miles, Morales, Apes, Apes]"
77,Save Up to 75% on Toys for Kids and Get Them Before Christmas,Extremely Negative,200,['cold'],[],[]
78,"Have Yourself a Very X-Files New Year, With a Side of Zombies",Extremely Positive,730,"['Stole', 'ignore', 'monster', 'twist', 'funny', 'dead', 'primitive', 'dead', 'fell', 'disrepute', 'doomsday', 'bumpy', 'embroiled', 'burned', 'doomsday', 'plot', 'loner', 'misfortune', 'dead', 'murky', 'strain', 'succumb', 'zombie', 'Breaking', 'Bad', 'uprising']","['conspiracy', 'dies', 'suicide', 'church', 'death', 'die', 'hell', 'apocalypse', 'Dick']","[Chris, Cartercreated, characterLance, Henriksens, Frank, Blackwho, 'lawsuit', David, Duchovny, Scully, Gillian, Anderson, Skinner, Mitch, Pileggilets, Skinner, Scully, Scully, Mulder, Frank, Black, Mulder, Scully, Scully, Holmes, Osborne, Donnie, Darko, Mulder, Scully, Scully, Skinner, George, A., Romero, Frank, Black, Scully, Mulder, Frank, Thomas, J., Wright, Vince, Gilligan, Scully, Mulder, Dick, Clark, Scully, Mulder]"
79,The Gaming Shelf Returns to Middle-earth,Somewhat Positive,190,"['stressful', 'break', 'weird', 'mistake', 'Dungeons', 'flirt', 'uncomfortable', 'Lost', 'Lost', 'critical', 'Dark', 'wrong', 'dead', 'hang', 'plot', 'unleash', 'capricious', 'questionable', 'fickle', 'disabled']",[],"[Kate, Welch, Deborah, Ann, Woll, Reggie, Watts, James, Corden, TJ, Storm, Godzilla, Luke, Gygax, GaryCon, GaxxWorx, Sala, Baker, Jack, Kirbys, James, Camerons]"
80,Ant-Man and the Wasp: Quantumania Teases Some Obscure Cameos,Somewhat Positive,510,"['Evil', 'Dead', 'Naughty', 'virus', 'issue', 'strange', 'limits', 'Evil', 'Dead', 'Evil', 'Dead', 'Evil', 'Disquiet', 'trapped', 'spooky', 'Disquiet', 'Sorry', 'bloodthirsty', 'Sorry', 'infected', 'scary', 'bad']","['sexy', 'Demon', 'Demon', 'fungus', 'fungus', 'murder']","[Lee, Cronin, Neil, Druckman, Bill, Murray, Krylar, David, Dastmalchian, Veb, Scott, Lang, Paul, Rudd, Hope, van, Dyne, Evangeline, Lilly, AntMan, and, the, Wasp, Hopes, Janet, van, Dyne, Michelle, Pfeiffer, Hank, Pym, Michael, Douglas, Scotts, Cassie, Lang, Kathryn, Newton, Peyton, Reed, Kevin, Feige, Stephen, Broussard, Jonathan, Majors, Kang, David, Dastmalchian, Veb, Katy, OBrian, Jentorra, William, Jackson, Harper, Quaz, Bill, Murray, Krylar, Renfield, Nicolas, Cage, Dracula, Renfield, Dracula, Nick, Hoults, Renfield, Draculas, Lee, Cronin, Andy, Muschietti, Jonathan, Rhys, Meyers, Rachelle, Goulding, Elyse, Levesque, Lochlyn, Munro, Garry, Chalk, Trezzo, Mahoro, Anita, Brown, Bradley, Stryker, Rutina, Wesley, Maria, Neil, Druckman, Mindy, Kalings, Peyton, List, Rowan]"
81,Star Trek: Voyager Is Still the Rock's Finest Hour as an Actor,Extremely Positive,220,"['hard', 'explode', 'absurd', 'silly', 'untested', 'unproven', 'hard', 'forged', 'challenging', 'blur', 'Askance', 'unable', 'breaking', 'punch', 'cheap', 'plot', 'dangerous', 'ridiculous']",['fight'],"[Dwayne, The, Rock, Johnson, Johnsons, Rock, J., G., Hertzler, Jeffrey, Combs, Martok, Weyoun, Hertzler, Seven, Combs, Penk, Johnson, Johnson, Rock, Johnsons, Rock, Johnsons, Rock, Askance, Johnson, Tsunkatse, Rock, Dwayne, Johnson, Johnson, Johnson, Johnson, Dwayne, Johnson, Pendari, Rock]"
82,"M3GAN Is Mor3 S3rious Than 3xp3ct3d, But Still V3ry Fun",Somewhat Positive,620,"['hype', 'bonkers', 'sad', 'Malignant', 'Insidious', 'unimaginable', 'tragedy', 'loss', 'struggles', 'grief', 'loneliness', 'resentment', 'strained', 'concern', 'despondent', 'overwhelming', 'loss', 'greed', 'shocking', 'loud', 'deadly', 'uncomfortable', 'break', 'tension', 'heartbreaking', 'intense', 'harsh', 'mistake']","['killer', 'killed', 'dive', 'killer', 'damn', 'murder', 'killer']","[Gerard, Johnstone, Akela, Cooper, Malignant, Cooper, James, Wan, Wan, Jason, Blum, Cady, Violet, McGraw, Cadys, Gemma, Allison, Williams, Gemma, Gemma, Cady, Cooper, Johnstone, Cady, Gemma, Cadys, Gemmas, Gemmas, Gemma, Cady, Cady, Gemma, Cady, Gemma]"
83,Indiana Jones Hits the Road in a New Dial of Destiny Peek,Extremely Positive,240,"['pain', 'hurts', 'complaining', 'bruised', 'difficult', 'stunt', 'crazy', 'complain', 'trauma', 'cursed']","['Adult', 'Murder', 'apocalypse']","[James, Gunn, Joels, Tim, Miller, Eli, Roths, Borderlands, Roth, Eli, Roth, Ballerina, Ana, de, Armas, Keanu, Reeves, John, Wick, Bond, Keanu, Indiana, Jones, Harrison, Ford, Phoebe, WallerBridge, Brandon, Cronenbergs, Infinity, Sondaya, Akilah, Keeya, King, Maines, Lisa, Lottie, Simone, Kessell, Arnaud, Paul, Scott, Steven, Kreuger, Scott, James, Gunn, Penguin, Colin, Farrell, Mike, Marino, Mike, Fontaine, Joel, Freeridge]"
84,Marvel Snap: Savage Land Season Pass Rewards,Extremely Positive,190,"['Savage', 'Savage', 'Savage', 'Plunder', 'shake', 'Savage', 'broken', 'Mystery', 'Savage', 'Mystery', 'Savage', 'Mystery', 'Mystery', 'Savage', 'Mystery']",['Death'],[]
85,13-year-old explains why he thinks we are living in a parallel universe,Somewhat Positive,40,"['conflict', 'doubt', 'frightening', 'fallen', 'badly']",[],"[Rick, Mortythe, Max, Laughlin, Max, malloryrights]"
86,No Headline,Extremely Negative,260,"['issues', 'frustrating', 'hard', 'controversial']",[],['lawsuit']
87,The best free games for 2023,Extremely Positive,500,"['loot', 'deceptively', 'chaos', 'deceptively', 'expensive', 'taunt', 'opponent', 'Fall', 'Fall', 'hard', 'aggrieved', 'knock', 'messes', 'stale', 'Fall', 'break', 'bedlam', 'loot', 'sneak', 'attacks', 'cartoonish', 'sinking', 'challenging', 'problem', 'excuse', 'lose']","['fight', 'weapon', 'die', 'fight', 'Weapon']","[SpiderMan, John, Cenas, Indiana, Jones, Dua, Lipa, Ariana, Grande, Goku, Octane, Wattson]"
88,No Headline,Extremely Negative,340,"['crushed', 'suffered', 'crushed', 'emergency', 'struck', 'bleeding', 'unknown', 'crushed', 'suffering', 'difficulty', 'critical', 'bruised', 'emergency', 'delayed', 'messed']",[],"[Jeremy, Renner, Jeremy, Renner, Renner, Renner, Renner, Renners, Renner, Renner, Renner, Renners, Renner, Darin, Balaam, Renner, Renner, Balaam, Renner, Balaam, Renner, Mark, Ruffalo, Chris, Hemsworth, Chris, Evans, Chris, Pratt, Paul, Bettany, Alaqua, Cox, Josh, Brolin, Vera, Farmiga, Renner, Clint, Barton, Hawkeye, Renner]"
89,Please verify you are a human,Extremely Negative,190,[],[],[]
90,"The “Black Panther”-Inspired Lexus RX 500h “Vibe-Branium,” Designed by adidas SEED Students",Extremely Positive,30,"['fabrication', 'worn', 'fictional', 'wrong']",[],"[Luwam, Gezai, Deziah, Green, Caleb, Williams, TChalla, There, s, Casmin, Paul, Shuri, Williams]"
